,id,partner_id,participant_id,partner_name,type_of_product,date,currency,qty,unit_price,unit,total,total_usd
72,72,206,,Association des Cadres pour la Protection de l'Environnement,Oeufs,2026-10-23,HTG,5462,151.26766869764018,douzaine,826224.0064265106,6283.072292216811
73,73,43,,Solution AgroVétérinaire,Bovin entier,2025-12-17,HTG,12,319224.2049862414,animal,3830690.459834897,29130.7259303034
74,74,58,,Poulailler,Viande de chèvre,2024-01-29,HTG,3192,776.5549771081753,lb,2478763.4869292956,18849.912448131527
75,75,98,,BERTOLET Poulailler,Viande de mouton,2026-04-03,HTG,672,649.9532434368892,lb,436768.57958958956,3321.4340653200725
76,76,93,,2R,Viande de mouton,2024-05-04,HTG,1056,689.1102305561689,lb,727700.4034673143,5533.843372375014
77,77,229,,Guy Rousleau François ,Mouton entier,2025-02-27,HTG,5,36459.41153273421,animal,182297.05766367103,1386.2894118910344
78,78,178,,Rasanbleman Fanm Vanyan Limonad,Mouton entier,2027-03-21,HTG,5,35214.60568341865,animal,176073.02841709327,1338.9583910045117
79,79,79,,Calixte Delforce Ferme,Lait de vache,2024-03-04,HTG,23,530.4665243311706,gallon,12200.730059616924,92.78121718339867
80,80,115,,G&G agroentreprise,Viande de mouton,2026-08-05,HTG,2016,642.903090018163,lb,1296092.6294766166,9856.217714651077
81,81,53,,Groupman Agrikòl Ferrye,Mouton entier,2025-05-07,HTG,19,30506.544826762838,animal,579624.3517084939,4407.789746832653
82,82,192,,COSMOS,Oeufs,2026-04-02,HTG,3911,154.71031761031315,douzaine,605072.0521739348,4601.308381550834
83,83,150,,Winter poulailler,Oeufs,2024-03-20,HTG,9772,154.36904180995896,douzaine,1508494.276566919,11471.4393655279
84,84,44,,Dallas Farm,Bovin entier,2024-03-14,HTG,7,187068.19170787703,animal,1309477.3419551393,9958.00260041931
85,85,172,,Centre d' Encadrement de la Production Agricole pour le developpement Haiti,Volaille,2025-09-11,HTG,1160,873.3332672894339,animal,1013066.5900557433,7703.928441488542
86,86,115,,G&G agroentreprise,Viande de mouton,2025-02-24,HTG,701,679.5147832512993,lb,476339.86305916077,3622.356373073466
87,87,36,,Centre AgroVétérinaire,Viande de bovin,2027-03-26,HTG,6077,580.4103335370678,lb,3527153.596904761,26822.460812963964
88,88,31,,FERME FENDAL,Lait de vache,2026-06-09,HTG,16,518.7547499538875,gallon,8300.0759992622,63.11844866359088
89,89,124,,Vinxtech production,Lait de vache,2026-06-26,HTG,36,467.6042143450411,gallon,16833.75171642148,128.0133210374257
90,90,144,,Raymond raynold poulailler,Viande de bovin,2025-12-05,HTG,3726,691.318517584386,lb,2575852.796519422,19588.234194064047
91,91,44,,Dallas Farm,Viande de chèvre,2025-06-28,HTG,1061,650.7250776348194,lb,690419.3073705434,5250.336938179037
92,92,158,,Ferme Solidarité,Bovin entier,2027-07-02,HTG,8,204221.00439748188,animal,1633768.035179855,12424.091522280267
93,93,111,,Kiskeya vèt,Lait de vache,2025-09-27,HTG,8,520.198348185712,gallon,4161.586785485696,31.647047798370313
94,94,156,,EKILIB Pouilailler,Viande de chèvre,2027-04-21,HTG,3313,769.390290894381,lb,2548990.0337330843,19383.95462914893
95,95,63,,Poulailler,Mouton entier,2024-09-03,HTG,24,37661.21706260587,animal,903869.209502541,6873.530110285483
96,96,57,,Solution Boutique Agricole,Viande de bovin,2024-02-17,HTG,4771,686.5694261672345,lb,3275622.732243876,24909.678572196775
97,97,225,,Groupe de Reflexion pour le Développement Local,Viande de bovin,2024-06-08,HTG,6969,558.7700510291876,lb,3894068.4856224083,29612.68810359246
98,98,177,,Alfredo entreprise agro veterinaire,Volaille,2026-09-21,HTG,130,1895.437769226981,animal,246406.9099995075,1873.816806079905
99,99,76,,James Augustin,Lait de vache,2025-03-01,HTG,35,533.028928773646,gallon,18656.012507077612,141.87081754431645
100,100,159,,Entre nous poulailer,Mouton entier,2026-10-05,HTG,18,37435.83673947132,animal,673845.0613104837,5124.297044186188
101,101,213,,Amazone production agricole,Mouton entier,2026-08-14,HTG,17,32527.726616448654,animal,552971.3524796271,4205.105342050397
102,102,168,,Centre Agro-pastoral des Petites Surs de Ste Thérèse,Oeufs,2025-01-02,HTG,7437,176.42001145096248,douzaine,1312035.625160808,9977.457225557475
103,103,13,,THE CHOU FERME,Bovin entier,2026-01-17,HTG,6,187909.85951451058,animal,1127459.1570870634,8573.8338941982
104,104,145,,Amitié poulailler,Bovin entier,2026-08-21,HTG,9,347000.076449483,animal,3123000.688045347,23749.054661941802
105,105,145,,Amitié poulailler,Lait de vache,2027-11-10,HTG,23,547.1978564457485,gallon,12585.550698252215,95.70760987264042
106,106,146,,La réserve poulailler,Viande de chèvre,2025-09-10,HTG,165,650.3919391020887,lb,107314.66995184464,816.0811403182101
107,107,89,,Rozaj Global Production et Distribution,Volaille,2026-10-01,HTG,836,1682.4355748341231,animal,1406516.1405613269,10695.940232405528
108,108,166,,Kay plantè,Viande de mouton,2025-09-07,HTG,970,587.2212559945939,lb,569604.6183147561,4331.594055625522
109,109,122,,A&F Production Animale et Végétale,Viande de chèvre,2025-04-01,HTG,2529,720.7958045301143,lb,1822892.5896566592,13862.301062027826
110,110,214,,JLJ Poulailler,Viande de mouton,2024-07-05,HTG,2160,611.9608933926344,lb,1321835.5297280902,10051.981214662283
111,111,156,,EKILIB Pouilailler,Viande de chèvre,2026-09-15,HTG,1164,736.1999750700226,lb,856936.7709815062,6516.62943712172
112,112,78,,A & A production agricole,Viande de mouton,2027-03-15,HTG,74,578.5309636733166,lb,42811.29131182543,325.56115066026945
113,113,144,,Raymond raynold poulailler,Viande de bovin,2026-12-27,HTG,4440,670.1605438072236,lb,2975512.8145040725,22627.473874555686
114,114,56,,Poulailler Jinjha,Bovin entier,2026-07-08,HTG,15,269659.8725704234,animal,4044898.088556351,30759.681281797348
115,115,47,,Agrogau Entreprise,Viande de chèvre,2024-11-22,HTG,2599,688.7050300182043,lb,1789944.373017313,13611.744281500478
116,116,90,,FESGA,Viande de bovin,2025-09-03,HTG,575,559.2765713556457,lb,321584.0285294963,2445.5059203763976
117,117,212,,Mouvement des Investisseurs de Camp-perrin,Viande de mouton,2024-10-16,HTG,292,642.4740986505118,lb,187602.43680594943,1426.634500425471
118,118,9,,Interdépartemental Réseau Vétérinaire,Viande de mouton,2024-02-13,HTG,1056,692.5149900714772,lb,731295.82951548,5561.185015326844
119,119,103,,Opulence poulailler,Oeufs,2025-03-03,HTG,2313,190.1029274570012,douzaine,439708.0712080437,3343.7876137493818
120,120,158,,Ferme Solidarité,Oeufs,2025-10-23,HTG,3073,179.13200840741513,douzaine,550472.6618359867,4186.103892288872
121,121,148,,Fleurant chèvre,Bovin entier,2025-04-18,HTG,10,313159.3477870964,animal,3131593.477870964,23814.399071262083
122,122,141,,Odjeeez poulailler,Bovin entier,2025-01-07,HTG,13,260326.32240159862,animal,3384242.191220782,25735.682062515454
123,123,71,,Wed & Sam Pharmacie Vétérinaire,Viande de mouton,2025-06-01,HTG,59,597.7596103934618,lb,35267.81701321425,268.1963270966863
124,124,82,,Poulailler Emilus Jeannot,Bovin entier,2027-01-02,HTG,11,209211.8393578787,animal,2301330.2329366654,17500.610136400497
125,125,106,,Association des Jeunes Engagés pour le Développement Socio-économique de Garde-Hiram ,Viande de chèvre,2025-09-17,HTG,530,717.6432490661072,lb,380350.9220050368,2892.402448707504
126,126,97,,Bélicia Baltazar,Bovin entier,2026-08-26,HTG,13,208937.4928409271,animal,2716187.406932052,20655.41754320952
127,127,98,,BERTOLET Poulailler,Volaille,2024-11-09,HTG,3216,1105.022742737518,animal,3553753.140643858,27024.738712120594
128,128,56,,Poulailler Jinjha,Oeufs,2025-08-04,HTG,7560,164.6829401602937,douzaine,1245003.0276118203,9467.703632029052
129,129,9,,Interdépartemental Réseau Vétérinaire,Lait de vache,2026-03-18,HTG,43,501.63505076903584,gallon,21570.30718306854,164.03275424386723
130,130,74,,Association des.producteurs de lait et éleveurs de Ferrier,Mouton entier,2026-10-03,HTG,9,18305.3178094642,animal,164747.8602851778,1252.83543943101
131,131,11,,Bambou poulailler ,Viande de mouton,2025-06-02,HTG,121,684.5650674360936,lb,82832.37315976733,629.9039784012725
132,132,37,,Nouvo Jaden agrikòl,Viande de chèvre,2024-08-13,HTG,21,788.5547150966552,lb,16559.64901702976,125.92888986334417
133,133,182,,Seeds of quality,Lait de vache,2027-04-30,HTG,49,480.1966282769671,gallon,23529.634785571387,178.93258392069495
134,134,233,,Laiterie Saut Mathurine,Mouton entier,2027-10-03,HTG,16,29062.631179532727,animal,465002.09887252364,3536.1376340115867
135,135,215,,ANTRAID Production,Viande de bovin,2025-09-23,HTG,7312,650.1031456525795,lb,4753554.201011661,36148.70114837765
136,136,115,,G&G agroentreprise,Lait de vache,2026-09-13,HTG,25,532.9975508274788,gallon,13324.93877068697,101.33033285693513
137,137,120,,Mouvement de Solidarité des Travailleurs de Saltadère,Viande de chèvre,2027-08-15,HTG,1110,717.3818549338257,lb,796293.8589765466,6055.466608186666
138,138,35,,Agropharma,Oeufs,2024-05-31,HTG,4103,186.59200013285064,douzaine,765586.9765450861,5821.95419425921
139,139,226,,Agri Perfect,Viande de bovin,2027-04-30,HTG,5160,591.2361760360137,lb,3050778.668345831,23199.837782097573
140,140,79,,Calixte Delforce Ferme,Volaille,2024-11-25,HTG,3244,1931.0128825963588,animal,6264205.7911425885,47636.54594024782
141,141,203,,Yahvé Shamma,Viande de mouton,2026-02-11,HTG,1776,666.1007464688452,lb,1182994.925728669,8996.159131016493
142,142,13,,THE CHOU FERME,Volaille,2026-12-11,HTG,2958,1262.151041627269,animal,3733442.7811334617,28391.199856528227
143,143,132,,American University of the Caraibeen,Viande de chèvre,2025-05-29,HTG,732,683.3551129298721,lb,500215.9426646664,3803.923518362482
144,144,16,,Agro Paysage et Veterinaire,Viande de mouton,2024-01-19,HTG,1605,629.9005502305997,lb,1010990.3831201126,7688.139795590209
145,145,130,,Sanon Marie Mariana,Viande de bovin,2025-03-20,HTG,2808,672.5217550607152,lb,1888441.0882104884,14360.768731638695
146,146,170,,Alexis et Pluviose agro entreprise vétérinaire,Viande de mouton,2024-09-28,HTG,102,650.807107182516,lb,66382.32493261663,504.80855462065875
147,147,147,,Le poulet du rocher,Viande de mouton,2025-11-07,HTG,900,637.5267035527495,lb,573774.0331974745,4363.300632680415
148,148,135,,Milord Gerard Steeve,Viande de mouton,2027-08-04,HTG,861,609.5164327011353,lb,524793.6485556775,3990.8262247580037
149,149,4,,Ferme Petit Frère de L'incarnation,Mouton entier,2027-10-29,HTG,24,21492.736880642162,animal,515825.6851354119,3922.6287842997103
150,150,66,,Poulailler Bernadin,Mouton entier,2024-05-26,HTG,25,37333.3669172703,animal,933334.1729317575,7097.598273245304
151,151,111,,Kiskeya vèt,Viande de chèvre,2026-06-24,HTG,1656,685.6580604940367,lb,1135449.748178125,8634.598845461025
152,152,166,,Kay plantè,Viande de mouton,2027-10-03,HTG,1278,648.3223833524787,lb,828556.0059244678,6300.806128703177
153,153,74,,Association des.producteurs de lait et éleveurs de Ferrier,Mouton entier,2024-04-28,HTG,18,19379.187240569958,animal,348825.37033025926,2652.664413157865
154,154,164,,Altagrace poulet Local,Oeufs,2024-06-25,HTG,8314,170.0868937094838,douzaine,1414102.4343006483,10753.630679092383
155,155,176,,New Roots Haïti,Viande de mouton,2026-07-25,HTG,2176,605.6194715900657,lb,1317827.970179983,10021.505476653863
156,156,204,,La chèvrerie de kilou,Viande de mouton,2027-10-20,HTG,1109,630.9516253580139,lb,699725.3525220373,5321.105342372907
157,157,131,,BECEP,Volaille,2025-01-24,HTG,4554,932.305578519713,animal,4245719.604578773,32286.841099458346
158,158,201,,Ferme Vision et Action,Volaille,2024-03-08,HTG,2086,1438.2258464871757,animal,3000139.1157722482,22814.746127545615
159,159,178,,Rasanbleman Fanm Vanyan Limonad,Bovin entier,2025-08-11,HTG,11,153822.70818693575,animal,1692049.7900562934,12867.298783698048
160,160,108,,Solidarité poulailler,Volaille,2025-08-25,HTG,3471,1789.1963547944474,animal,6210300.547491527,47226.620133015414
161,161,227,,Entreprise de Production Agricole et dÉlevage ,Viande de bovin,2025-06-17,HTG,3352,668.1142888476123,lb,2239519.0962171964,17030.563469332294
162,162,155,,LEG poulailler,Viande de mouton,2024-09-11,HTG,1708,683.9293597931203,lb,1168151.3465266495,8883.28020172357
163,163,232,,Bazilic,Viande de chèvre,2025-11-12,HTG,2973,704.6226172599611,lb,2094843.0411138644,15930.365331664369
164,164,151,,Agro sully plymouth,Viande de chèvre,2027-07-17,HTG,547,688.2497715244202,lb,376472.62502385787,2862.9096959989192
165,165,172,,Centre d' Encadrement de la Production Agricole pour le developpement Haiti,Viande de mouton,2027-04-02,HTG,102,690.3130675145445,lb,70411.93288648354,535.4519611139433
166,166,211,,Ferme Familial Agricole de Pilette,Bovin entier,2026-06-03,HTG,7,207126.6720934089,animal,1449886.7046538624,11025.754408014163
167,167,24,,Asosyasyon Pwodiktè Lèt Ench,Viande de bovin,2024-08-23,HTG,6871,560.1003230032811,lb,3848449.3193555446,29265.774291677146
168,168,111,,Kiskeya vèt,Viande de mouton,2025-05-29,HTG,1340,601.7362747152732,lb,806326.6081184661,6131.761278467423
169,169,8,,Poulaye Lakay,Lait de vache,2025-06-05,HTG,13,548.5701431794695,gallon,7131.411861333103,54.23126890747607
170,170,230,,Backup agricultural consulting firm,Oeufs,2026-04-28,HTG,7765,164.83177838400192,douzaine,1279918.759151775,9733.222503055322
171,171,65,,Laiterie de Ouanaminthe/GEDWA,Lait de vache,2024-01-06,HTG,43,455.635173337049,gallon,19592.31245349311,148.99096922808448
172,172,168,,Centre Agro-pastoral des Petites Surs de Ste Thérèse,Lait de vache,2027-08-03,HTG,44,487.20500492277864,gallon,21437.02021660226,163.01916514526434
173,173,6,,Horizon Vèt,Mouton entier,2027-09-03,HTG,18,37109.579767960306,animal,667972.4358232855,5079.63829523411
174,174,186,,Laiterie de Poste-Droit,Oeufs,2024-10-24,HTG,5923,188.53438193057684,douzaine,1116689.1441748065,8491.932655321723
175,175,181,,Renaissance Ferme,Mouton entier,2026-12-19,HTG,15,18999.33366432601,animal,284990.0049648902,2167.2243723565794
176,176,130,,Sanon Marie Mariana,Viande de chèvre,2025-07-02,HTG,550,798.0901901770837,lb,438949.60459739604,3338.0198068243044
177,177,71,,Wed & Sam Pharmacie Vétérinaire,Bovin entier,2027-10-29,HTG,10,314603.8632395664,animal,3146038.6323956638,23924.248155100104
178,178,180,,Agrifeed,Oeufs,2025-09-17,HTG,620,190.48811019912355,douzaine,118102.6283234566,898.11884656621
179,179,13,,THE CHOU FERME,Volaille,2027-09-10,HTG,2162,998.611249359986,animal,2158997.52111629,16418.232099743647
180,180,102,,JEL production,Volaille,2024-09-15,HTG,1274,1725.259753887664,animal,2197980.926452884,16714.68385135273
181,181,136,,Frisnel et Jonald,Bovin entier,2026-11-11,HTG,11,334650.83500218455,animal,3681159.18502403,27993.60596976449
182,182,82,,Poulailler Emilus Jeannot,Bovin entier,2024-12-15,HTG,5,226668.25759432177,animal,1133341.2879716088,8618.564927540752
183,183,15,,Agwo Lakay,Oeufs,2025-04-24,HTG,2972,192.47175217630883,douzaine,572026.0474679898,4350.007965536044
184,184,33,,KABRIT KISKEYA,Viande de chèvre,2025-01-26,HTG,491,665.5174450713187,lb,326769.0655300175,2484.9358595438594
185,185,198,,S&L entreprise agricole,Viande de chèvre,2025-01-27,HTG,3412,685.495585147317,lb,2338910.9365226454,17786.39495454483
186,186,64,,Poulailler Marcky,Oeufs,2026-04-15,HTG,1728,171.9088840401356,douzaine,297058.5516213543,2259.0003925578276
187,187,40,,Centre de Santé et de Développement Intégré,Viande de chèvre,2027-06-10,HTG,1220,680.3163406746097,lb,829985.9356230239,6311.680118806265
188,188,47,,Agrogau Entreprise,Bovin entier,2024-09-09,HTG,10,80457.16846875934,animal,804571.6846875934,6118.415853137592
189,189,69,,Ferme Agricole la Réserve,Viande de mouton,2026-10-10,HTG,214,614.2825827460146,lb,131456.4727076471,999.6689939745027
190,190,139,,Ferme Agricole Sapatère,Viande de bovin,2027-07-03,HTG,7456,552.3905093690577,lb,4118623.637855694,31320.33184681136
191,191,131,,BECEP,Bovin entier,2027-01-13,HTG,12,228754.79701866818,animal,2745057.5642240182,20874.962465581888
192,192,26,,Poulailler Herold,Lait de vache,2025-06-10,HTG,47,521.3901476612896,gallon,24505.33694008061,186.3523721679134
193,193,211,,Ferme Familial Agricole de Pilette,Viande de bovin,2024-08-23,HTG,883,615.2431565712444,lb,543259.7072524088,4131.252526634288
194,194,144,,Raymond raynold poulailler,Volaille,2026-07-22,HTG,293,1437.826822291081,animal,421283.25893128675,3203.6749728614964
195,195,62,,Entreprise Ferme Agropastorale de Mont-Organisé,Viande de bovin,2027-11-05,HTG,917,635.3516971756176,lb,582617.5063100413,4430.551378783584
196,196,32,,Christ Capable Ferme d'Elevage,Mouton entier,2026-04-02,HTG,10,20333.92321498175,animal,203339.23214981752,1546.3059479073574
197,197,135,,Milord Gerard Steeve,Bovin entier,2026-09-07,HTG,5,231492.56402664667,animal,1157462.8201332334,8801.99863219189
198,198,48,,Bon Jaden Lakay,Viande de bovin,2027-04-02,HTG,5899,625.1619482511684,lb,3687830.3327336423,28044.337131054315
199,199,51,,Ferme Manigat donnat,Bovin entier,2025-06-16,HTG,7,211809.2867173511,animal,1482665.0070214577,11275.01906480196
200,200,9,,Interdépartemental Réseau Vétérinaire,Volaille,2027-02-08,HTG,4367,1918.7684392764056,animal,8379261.774320063,63720.62185794725
201,201,92,,Complexe Agriocole Grands Planteure d'haiti,Viande de bovin,2026-10-23,HTG,3462,698.768991430294,lb,2419138.248331678,18396.488580469035
202,202,11,,Bambou poulailler ,Viande de bovin,2025-12-28,HTG,3551,562.6573311252986,lb,1997996.1828259353,15193.88732187023
