,id,partner_id,participant_id,type_of_product,date,currency,qty,unit_price,unit,total
43,43,132,,Viande de mouton,2024-03-08,HTG,2246,603.5221365819438,lb,1355510.7187630457
44,44,126,,Oeufs,2025-03-24,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
45,45,158,,Viande de mouton,2027-04-08,HTG,2246,603.5221365819438,lb,1355510.7187630457
46,46,177,,Mouton entier,2026-08-21,HTG,21,38315.713412853176,animal,804629.9816699167
47,47,226,,Oeufs,2027-02-22,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
48,48,127,,Volaille,2026-08-15,HTG,1736,1782.3553031321821,animal,3094168.806237468
49,49,152,,Bovin entier,2027-10-04,HTG,10,99598.5904292935,animal,995985.904292935
50,50,85,,Lait de vache,2027-09-14,HTG,33,486.2431273422955,gallon,16046.023202295752
51,51,213,,Volaille,2024-02-03,HTG,1736,1782.3553031321821,animal,3094168.806237468
52,52,106,,Bovin entier,2024-05-23,HTG,10,99598.5904292935,animal,995985.904292935
53,53,85,,Mouton entier,2025-04-02,HTG,21,38315.713412853176,animal,804629.9816699167
54,54,84,,Lait de vache,2026-01-12,HTG,33,486.2431273422955,gallon,16046.023202295752
55,55,178,,Viande de mouton,2026-05-08,HTG,2246,603.5221365819438,lb,1355510.7187630457
56,56,60,,Volaille,2025-08-11,HTG,1736,1782.3553031321821,animal,3094168.806237468
57,57,75,,Viande de mouton,2025-09-23,HTG,2246,603.5221365819438,lb,1355510.7187630457
58,58,217,,Mouton entier,2027-11-18,HTG,21,38315.713412853176,animal,804629.9816699167
59,59,140,,Bovin entier,2026-03-01,HTG,10,99598.5904292935,animal,995985.904292935
60,60,101,,Volaille,2024-11-02,HTG,1736,1782.3553031321821,animal,3094168.806237468
61,61,31,,Lait de vache,2027-03-26,HTG,33,486.2431273422955,gallon,16046.023202295752
62,62,26,,Volaille,2024-03-24,HTG,1736,1782.3553031321821,animal,3094168.806237468
63,63,144,,Lait de vache,2026-11-04,HTG,33,486.2431273422955,gallon,16046.023202295752
64,64,134,,Lait de vache,2026-12-02,HTG,33,486.2431273422955,gallon,16046.023202295752
65,65,170,,Lait de vache,2024-09-14,HTG,33,486.2431273422955,gallon,16046.023202295752
66,66,225,,Viande de bovin,2027-05-12,HTG,4496,635.3912631292643,lb,2856719.119029172
67,67,231,,Viande de bovin,2026-11-17,HTG,4496,635.3912631292643,lb,2856719.119029172
68,68,223,,Viande de bovin,2024-01-22,HTG,4496,635.3912631292643,lb,2856719.119029172
69,69,111,,Viande de bovin,2024-09-01,HTG,4496,635.3912631292643,lb,2856719.119029172
70,70,184,,Viande de mouton,2024-11-17,HTG,2246,603.5221365819438,lb,1355510.7187630457
71,71,60,,Viande de chèvre,2026-08-04,HTG,1750,779.1671632777884,lb,1363542.5357361296
72,72,54,,Viande de chèvre,2026-10-04,HTG,1750,779.1671632777884,lb,1363542.5357361296
73,73,147,,Viande de bovin,2024-09-09,HTG,4496,635.3912631292643,lb,2856719.119029172
74,74,181,,Volaille,2025-12-27,HTG,1736,1782.3553031321821,animal,3094168.806237468
75,75,190,,Viande de chèvre,2025-04-20,HTG,1750,779.1671632777884,lb,1363542.5357361296
76,76,221,,Viande de mouton,2027-05-20,HTG,2246,603.5221365819438,lb,1355510.7187630457
77,77,20,,Viande de bovin,2024-01-12,HTG,4496,635.3912631292643,lb,2856719.119029172
78,78,46,,Oeufs,2024-02-23,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
79,79,170,,Viande de bovin,2024-11-26,HTG,4496,635.3912631292643,lb,2856719.119029172
80,80,121,,Oeufs,2027-05-04,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
81,81,191,,Lait de vache,2027-11-23,HTG,33,486.2431273422955,gallon,16046.023202295752
82,82,120,,Bovin entier,2024-11-29,HTG,10,99598.5904292935,animal,995985.904292935
83,83,8,,Mouton entier,2026-10-06,HTG,21,38315.713412853176,animal,804629.9816699167
84,84,81,,Volaille,2024-04-18,HTG,1736,1782.3553031321821,animal,3094168.806237468
85,85,62,,Viande de mouton,2025-07-04,HTG,2246,603.5221365819438,lb,1355510.7187630457
86,86,81,,Oeufs,2027-08-26,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
87,87,208,,Viande de chèvre,2025-09-03,HTG,1750,779.1671632777884,lb,1363542.5357361296
88,88,63,,Oeufs,2027-08-09,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
89,89,95,,Viande de chèvre,2025-12-02,HTG,1750,779.1671632777884,lb,1363542.5357361296
90,90,172,,Oeufs,2027-03-03,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
91,91,2,,Lait de vache,2024-11-11,HTG,33,486.2431273422955,gallon,16046.023202295752
92,92,191,,Lait de vache,2025-08-08,HTG,33,486.2431273422955,gallon,16046.023202295752
93,93,150,,Bovin entier,2024-03-06,HTG,10,99598.5904292935,animal,995985.904292935
94,94,67,,Viande de chèvre,2027-07-28,HTG,1750,779.1671632777884,lb,1363542.5357361296
95,95,226,,Viande de bovin,2027-10-30,HTG,4496,635.3912631292643,lb,2856719.119029172
96,96,208,,Lait de vache,2025-06-14,HTG,33,486.2431273422955,gallon,16046.023202295752
97,97,60,,Viande de bovin,2026-03-10,HTG,4496,635.3912631292643,lb,2856719.119029172
98,98,35,,Bovin entier,2025-06-22,HTG,10,99598.5904292935,animal,995985.904292935
99,99,54,,Volaille,2024-10-28,HTG,1736,1782.3553031321821,animal,3094168.806237468
100,100,91,,Viande de bovin,2026-11-18,HTG,4496,635.3912631292643,lb,2856719.119029172
101,101,39,,Lait de vache,2024-01-19,HTG,33,486.2431273422955,gallon,16046.023202295752
102,102,210,,Oeufs,2025-04-18,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
103,103,85,,Viande de mouton,2025-02-21,HTG,2246,603.5221365819438,lb,1355510.7187630457
104,104,121,,Mouton entier,2026-10-17,HTG,21,38315.713412853176,animal,804629.9816699167
105,105,144,,Viande de bovin,2027-01-20,HTG,4496,635.3912631292643,lb,2856719.119029172
106,106,8,,Mouton entier,2024-12-14,HTG,21,38315.713412853176,animal,804629.9816699167
107,107,1,,Viande de bovin,2027-01-06,HTG,4496,635.3912631292643,lb,2856719.119029172
108,108,227,,Lait de vache,2027-10-01,HTG,33,486.2431273422955,gallon,16046.023202295752
109,109,95,,Viande de chèvre,2024-08-28,HTG,1750,779.1671632777884,lb,1363542.5357361296
110,110,84,,Volaille,2027-08-25,HTG,1736,1782.3553031321821,animal,3094168.806237468
111,111,216,,Viande de bovin,2024-11-22,HTG,4496,635.3912631292643,lb,2856719.119029172
112,112,175,,Viande de bovin,2026-02-04,HTG,4496,635.3912631292643,lb,2856719.119029172
113,113,51,,Oeufs,2025-03-06,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
114,114,4,,Mouton entier,2027-08-29,HTG,21,38315.713412853176,animal,804629.9816699167
115,115,26,,Lait de vache,2024-03-28,HTG,33,486.2431273422955,gallon,16046.023202295752
116,116,196,,Lait de vache,2026-10-21,HTG,33,486.2431273422955,gallon,16046.023202295752
117,117,231,,Viande de mouton,2026-04-16,HTG,2246,603.5221365819438,lb,1355510.7187630457
118,118,128,,Volaille,2025-01-12,HTG,1736,1782.3553031321821,animal,3094168.806237468
119,119,161,,Viande de chèvre,2026-05-17,HTG,1750,779.1671632777884,lb,1363542.5357361296
120,120,196,,Mouton entier,2026-07-22,HTG,21,38315.713412853176,animal,804629.9816699167
121,121,34,,Volaille,2025-08-29,HTG,1736,1782.3553031321821,animal,3094168.806237468
122,122,133,,Lait de vache,2025-02-01,HTG,33,486.2431273422955,gallon,16046.023202295752
123,123,23,,Bovin entier,2027-01-23,HTG,10,99598.5904292935,animal,995985.904292935
124,124,232,,Viande de bovin,2024-11-09,HTG,4496,635.3912631292643,lb,2856719.119029172
125,125,71,,Lait de vache,2024-08-18,HTG,33,486.2431273422955,gallon,16046.023202295752
126,126,103,,Oeufs,2026-02-12,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
127,127,80,,Viande de chèvre,2027-12-25,HTG,1750,779.1671632777884,lb,1363542.5357361296
128,128,38,,Oeufs,2024-04-26,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
129,129,151,,Mouton entier,2024-08-04,HTG,21,38315.713412853176,animal,804629.9816699167
130,130,91,,Lait de vache,2027-07-04,HTG,33,486.2431273422955,gallon,16046.023202295752
131,131,46,,Volaille,2027-05-14,HTG,1736,1782.3553031321821,animal,3094168.806237468
132,132,110,,Viande de mouton,2026-02-17,HTG,2246,603.5221365819438,lb,1355510.7187630457
133,133,6,,Mouton entier,2024-07-06,HTG,21,38315.713412853176,animal,804629.9816699167
134,134,43,,Bovin entier,2025-07-28,HTG,10,99598.5904292935,animal,995985.904292935
135,135,101,,Mouton entier,2024-02-19,HTG,21,38315.713412853176,animal,804629.9816699167
136,136,157,,Lait de vache,2026-06-23,HTG,33,486.2431273422955,gallon,16046.023202295752
137,137,140,,Viande de mouton,2024-12-01,HTG,2246,603.5221365819438,lb,1355510.7187630457
138,138,108,,Viande de mouton,2027-06-20,HTG,2246,603.5221365819438,lb,1355510.7187630457
139,139,202,,Oeufs,2026-04-30,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
140,140,7,,Lait de vache,2024-09-13,HTG,33,486.2431273422955,gallon,16046.023202295752
141,141,27,,Viande de mouton,2027-02-04,HTG,2246,603.5221365819438,lb,1355510.7187630457
142,142,86,,Viande de chèvre,2024-11-21,HTG,1750,779.1671632777884,lb,1363542.5357361296
143,143,235,,Lait de vache,2027-07-16,HTG,33,486.2431273422955,gallon,16046.023202295752
144,144,129,,Oeufs,2025-10-04,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
145,145,33,,Mouton entier,2025-12-21,HTG,21,38315.713412853176,animal,804629.9816699167
146,146,193,,Mouton entier,2024-07-23,HTG,21,38315.713412853176,animal,804629.9816699167
147,147,90,,Bovin entier,2026-04-28,HTG,10,99598.5904292935,animal,995985.904292935
148,148,178,,Viande de bovin,2027-10-05,HTG,4496,635.3912631292643,lb,2856719.119029172
149,149,178,,Mouton entier,2024-02-24,HTG,21,38315.713412853176,animal,804629.9816699167
150,150,171,,Oeufs,2026-09-02,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
151,151,125,,Oeufs,2026-11-16,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
152,152,80,,Oeufs,2025-12-14,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
153,153,164,,Lait de vache,2027-02-16,HTG,33,486.2431273422955,gallon,16046.023202295752
154,154,109,,Viande de bovin,2027-01-13,HTG,4496,635.3912631292643,lb,2856719.119029172
155,155,234,,Volaille,2026-04-22,HTG,1736,1782.3553031321821,animal,3094168.806237468
156,156,91,,Lait de vache,2027-01-20,HTG,33,486.2431273422955,gallon,16046.023202295752
157,157,75,,Viande de bovin,2026-08-02,HTG,4496,635.3912631292643,lb,2856719.119029172
158,158,43,,Mouton entier,2027-03-28,HTG,21,38315.713412853176,animal,804629.9816699167
159,159,199,,Volaille,2024-10-05,HTG,1736,1782.3553031321821,animal,3094168.806237468
160,160,99,,Mouton entier,2025-12-10,HTG,21,38315.713412853176,animal,804629.9816699167
161,161,178,,Bovin entier,2026-02-15,HTG,10,99598.5904292935,animal,995985.904292935
162,162,20,,Lait de vache,2025-11-10,HTG,33,486.2431273422955,gallon,16046.023202295752
163,163,130,,Mouton entier,2025-12-30,HTG,21,38315.713412853176,animal,804629.9816699167
164,164,35,,Bovin entier,2027-03-31,HTG,10,99598.5904292935,animal,995985.904292935
165,165,56,,Viande de chèvre,2026-07-14,HTG,1750,779.1671632777884,lb,1363542.5357361296
166,166,201,,Mouton entier,2026-03-16,HTG,21,38315.713412853176,animal,804629.9816699167
167,167,178,,Volaille,2027-10-23,HTG,1736,1782.3553031321821,animal,3094168.806237468
168,168,211,,Viande de bovin,2025-01-12,HTG,4496,635.3912631292643,lb,2856719.119029172
169,169,141,,Volaille,2026-06-25,HTG,1736,1782.3553031321821,animal,3094168.806237468
170,170,227,,Volaille,2026-01-18,HTG,1736,1782.3553031321821,animal,3094168.806237468
171,171,40,,Viande de chèvre,2026-05-31,HTG,1750,779.1671632777884,lb,1363542.5357361296
172,172,43,,Lait de vache,2024-07-10,HTG,33,486.2431273422955,gallon,16046.023202295752
173,173,184,,Oeufs,2025-12-30,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
174,174,106,,Oeufs,2026-08-30,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
175,175,130,,Oeufs,2026-02-10,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
176,176,104,,Volaille,2027-03-08,HTG,1736,1782.3553031321821,animal,3094168.806237468
177,177,156,,Viande de mouton,2024-03-23,HTG,2246,603.5221365819438,lb,1355510.7187630457
178,178,102,,Bovin entier,2026-08-16,HTG,10,99598.5904292935,animal,995985.904292935
179,179,208,,Viande de bovin,2024-01-21,HTG,4496,635.3912631292643,lb,2856719.119029172
180,180,33,,Bovin entier,2024-05-19,HTG,10,99598.5904292935,animal,995985.904292935
181,181,192,,Viande de mouton,2024-02-16,HTG,2246,603.5221365819438,lb,1355510.7187630457
182,182,156,,Mouton entier,2024-11-19,HTG,21,38315.713412853176,animal,804629.9816699167
183,183,77,,Viande de bovin,2026-07-03,HTG,4496,635.3912631292643,lb,2856719.119029172
184,184,88,,Viande de chèvre,2024-06-02,HTG,1750,779.1671632777884,lb,1363542.5357361296
185,185,63,,Bovin entier,2024-12-10,HTG,10,99598.5904292935,animal,995985.904292935
186,186,138,,Bovin entier,2025-05-14,HTG,10,99598.5904292935,animal,995985.904292935
187,187,224,,Oeufs,2024-01-11,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
188,188,89,,Viande de mouton,2024-11-07,HTG,2246,603.5221365819438,lb,1355510.7187630457
189,189,129,,Viande de chèvre,2026-05-09,HTG,1750,779.1671632777884,lb,1363542.5357361296
190,190,32,,Bovin entier,2024-01-23,HTG,10,99598.5904292935,animal,995985.904292935
191,191,214,,Viande de chèvre,2027-11-23,HTG,1750,779.1671632777884,lb,1363542.5357361296
192,192,80,,Viande de bovin,2026-10-01,HTG,4496,635.3912631292643,lb,2856719.119029172
193,193,151,,Volaille,2024-05-14,HTG,1736,1782.3553031321821,animal,3094168.806237468
194,194,125,,Viande de chèvre,2025-10-05,HTG,1750,779.1671632777884,lb,1363542.5357361296
195,195,145,,Viande de chèvre,2025-04-30,HTG,1750,779.1671632777884,lb,1363542.5357361296
196,196,102,,Mouton entier,2025-05-25,HTG,21,38315.713412853176,animal,804629.9816699167
197,197,128,,Viande de chèvre,2025-05-02,HTG,1750,779.1671632777884,lb,1363542.5357361296
198,198,53,,Mouton entier,2025-05-27,HTG,21,38315.713412853176,animal,804629.9816699167
199,199,24,,Viande de mouton,2027-03-01,HTG,2246,603.5221365819438,lb,1355510.7187630457
200,200,179,,Oeufs,2027-05-17,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
201,201,230,,Viande de mouton,2025-09-04,HTG,2246,603.5221365819438,lb,1355510.7187630457
202,202,112,,Volaille,2025-03-04,HTG,1736,1782.3553031321821,animal,3094168.806237468
203,203,37,,Viande de mouton,2027-01-11,HTG,2246,603.5221365819438,lb,1355510.7187630457
204,204,175,,Volaille,2025-08-28,HTG,1736,1782.3553031321821,animal,3094168.806237468
205,205,97,,Lait de vache,2026-05-05,HTG,33,486.2431273422955,gallon,16046.023202295752
206,206,93,,Lait de vache,2025-01-23,HTG,33,486.2431273422955,gallon,16046.023202295752
207,207,14,,Volaille,2024-06-05,HTG,1736,1782.3553031321821,animal,3094168.806237468
208,208,150,,Viande de bovin,2024-11-08,HTG,4496,635.3912631292643,lb,2856719.119029172
209,209,80,,Mouton entier,2026-08-28,HTG,21,38315.713412853176,animal,804629.9816699167
210,210,140,,Oeufs,2024-10-09,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
211,211,85,,Oeufs,2026-11-21,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
212,212,42,,Viande de bovin,2026-12-27,HTG,4496,635.3912631292643,lb,2856719.119029172
213,213,206,,Volaille,2026-09-20,HTG,1736,1782.3553031321821,animal,3094168.806237468
214,214,116,,Viande de bovin,2027-12-27,HTG,4496,635.3912631292643,lb,2856719.119029172
215,215,13,,Bovin entier,2025-07-30,HTG,10,99598.5904292935,animal,995985.904292935
216,216,37,,Bovin entier,2027-10-14,HTG,10,99598.5904292935,animal,995985.904292935
217,217,219,,Bovin entier,2027-02-14,HTG,10,99598.5904292935,animal,995985.904292935
218,218,36,,Mouton entier,2027-12-25,HTG,21,38315.713412853176,animal,804629.9816699167
219,219,23,,Viande de mouton,2025-03-20,HTG,2246,603.5221365819438,lb,1355510.7187630457
220,220,47,,Viande de chèvre,2024-06-06,HTG,1750,779.1671632777884,lb,1363542.5357361296
221,221,219,,Oeufs,2026-04-14,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
222,222,164,,Viande de bovin,2025-03-23,HTG,4496,635.3912631292643,lb,2856719.119029172
223,223,172,,Viande de mouton,2027-11-13,HTG,2246,603.5221365819438,lb,1355510.7187630457
224,224,43,,Mouton entier,2024-10-25,HTG,21,38315.713412853176,animal,804629.9816699167
225,225,87,,Lait de vache,2025-08-04,HTG,33,486.2431273422955,gallon,16046.023202295752
226,226,170,,Viande de chèvre,2026-01-05,HTG,1750,779.1671632777884,lb,1363542.5357361296
227,227,91,,Lait de vache,2025-11-08,HTG,33,486.2431273422955,gallon,16046.023202295752
228,228,14,,Viande de mouton,2025-10-20,HTG,2246,603.5221365819438,lb,1355510.7187630457
229,229,2,,Oeufs,2027-01-28,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
230,230,109,,Lait de vache,2025-07-04,HTG,33,486.2431273422955,gallon,16046.023202295752
231,231,69,,Lait de vache,2027-04-03,HTG,33,486.2431273422955,gallon,16046.023202295752
232,232,30,,Volaille,2027-11-09,HTG,1736,1782.3553031321821,animal,3094168.806237468
233,233,44,,Viande de mouton,2025-06-25,HTG,2246,603.5221365819438,lb,1355510.7187630457
234,234,157,,Volaille,2025-12-03,HTG,1736,1782.3553031321821,animal,3094168.806237468
235,235,86,,Viande de chèvre,2027-10-02,HTG,1750,779.1671632777884,lb,1363542.5357361296
236,236,189,,Bovin entier,2025-06-20,HTG,10,99598.5904292935,animal,995985.904292935
237,237,215,,Lait de vache,2025-09-08,HTG,33,486.2431273422955,gallon,16046.023202295752
238,238,74,,Viande de bovin,2026-08-18,HTG,4496,635.3912631292643,lb,2856719.119029172
239,239,178,,Lait de vache,2024-10-21,HTG,33,486.2431273422955,gallon,16046.023202295752
240,240,85,,Viande de mouton,2024-07-08,HTG,2246,603.5221365819438,lb,1355510.7187630457
241,241,63,,Viande de mouton,2024-03-24,HTG,2246,603.5221365819438,lb,1355510.7187630457
242,242,58,,Lait de vache,2024-10-11,HTG,33,486.2431273422955,gallon,16046.023202295752
243,243,84,,Mouton entier,2027-09-20,HTG,21,38315.713412853176,animal,804629.9816699167
244,244,160,,Mouton entier,2026-03-30,HTG,21,38315.713412853176,animal,804629.9816699167
245,245,14,,Volaille,2025-11-15,HTG,1736,1782.3553031321821,animal,3094168.806237468
246,246,125,,Viande de chèvre,2026-08-30,HTG,1750,779.1671632777884,lb,1363542.5357361296
247,247,12,,Mouton entier,2026-10-24,HTG,21,38315.713412853176,animal,804629.9816699167
248,248,194,,Mouton entier,2026-05-15,HTG,21,38315.713412853176,animal,804629.9816699167
249,249,67,,Mouton entier,2027-05-05,HTG,21,38315.713412853176,animal,804629.9816699167
250,250,167,,Viande de bovin,2026-06-26,HTG,4496,635.3912631292643,lb,2856719.119029172
251,251,159,,Viande de mouton,2025-07-21,HTG,2246,603.5221365819438,lb,1355510.7187630457
252,252,37,,Bovin entier,2027-06-24,HTG,10,99598.5904292935,animal,995985.904292935
253,253,25,,Mouton entier,2027-10-14,HTG,21,38315.713412853176,animal,804629.9816699167
254,254,224,,Viande de mouton,2026-02-22,HTG,2246,603.5221365819438,lb,1355510.7187630457
255,255,12,,Oeufs,2024-01-09,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
256,256,119,,Bovin entier,2024-07-08,HTG,10,99598.5904292935,animal,995985.904292935
257,257,53,,Viande de chèvre,2025-10-24,HTG,1750,779.1671632777884,lb,1363542.5357361296
258,258,202,,Bovin entier,2026-12-31,HTG,10,99598.5904292935,animal,995985.904292935
259,259,223,,Volaille,2027-05-16,HTG,1736,1782.3553031321821,animal,3094168.806237468
260,260,92,,Viande de chèvre,2024-03-11,HTG,1750,779.1671632777884,lb,1363542.5357361296
261,261,189,,Viande de chèvre,2027-02-06,HTG,1750,779.1671632777884,lb,1363542.5357361296
262,262,129,,Bovin entier,2024-04-07,HTG,10,99598.5904292935,animal,995985.904292935
263,263,164,,Mouton entier,2027-12-03,HTG,21,38315.713412853176,animal,804629.9816699167
264,264,227,,Bovin entier,2025-08-15,HTG,10,99598.5904292935,animal,995985.904292935
265,265,188,,Volaille,2024-04-08,HTG,1736,1782.3553031321821,animal,3094168.806237468
266,266,203,,Oeufs,2025-08-05,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
267,267,188,,Mouton entier,2027-07-27,HTG,21,38315.713412853176,animal,804629.9816699167
268,268,63,,Viande de chèvre,2025-08-08,HTG,1750,779.1671632777884,lb,1363542.5357361296
269,269,212,,Viande de chèvre,2026-02-12,HTG,1750,779.1671632777884,lb,1363542.5357361296
270,270,48,,Bovin entier,2026-02-26,HTG,10,99598.5904292935,animal,995985.904292935
271,271,157,,Viande de mouton,2026-09-28,HTG,2246,603.5221365819438,lb,1355510.7187630457
272,272,203,,Mouton entier,2027-10-22,HTG,21,38315.713412853176,animal,804629.9816699167
273,273,82,,Bovin entier,2026-07-12,HTG,10,99598.5904292935,animal,995985.904292935
274,274,114,,Lait de vache,2024-07-01,HTG,33,486.2431273422955,gallon,16046.023202295752
275,275,34,,Viande de mouton,2026-11-15,HTG,2246,603.5221365819438,lb,1355510.7187630457
276,276,4,,Lait de vache,2026-07-21,HTG,33,486.2431273422955,gallon,16046.023202295752
277,277,233,,Viande de bovin,2025-01-12,HTG,4496,635.3912631292643,lb,2856719.119029172
278,278,216,,Viande de mouton,2025-10-17,HTG,2246,603.5221365819438,lb,1355510.7187630457
279,279,38,,Viande de chèvre,2026-02-21,HTG,1750,779.1671632777884,lb,1363542.5357361296
280,280,15,,Viande de bovin,2025-01-11,HTG,4496,635.3912631292643,lb,2856719.119029172
281,281,220,,Volaille,2027-06-05,HTG,1736,1782.3553031321821,animal,3094168.806237468
282,282,32,,Oeufs,2024-11-11,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
283,283,146,,Volaille,2027-03-23,HTG,1736,1782.3553031321821,animal,3094168.806237468
284,284,110,,Mouton entier,2027-06-17,HTG,21,38315.713412853176,animal,804629.9816699167
285,285,209,,Volaille,2025-03-17,HTG,1736,1782.3553031321821,animal,3094168.806237468
286,286,109,,Lait de vache,2026-11-03,HTG,33,486.2431273422955,gallon,16046.023202295752
287,287,188,,Volaille,2024-05-14,HTG,1736,1782.3553031321821,animal,3094168.806237468
288,288,120,,Viande de chèvre,2027-06-03,HTG,1750,779.1671632777884,lb,1363542.5357361296
289,289,207,,Bovin entier,2026-11-12,HTG,10,99598.5904292935,animal,995985.904292935
290,290,180,,Lait de vache,2027-09-05,HTG,33,486.2431273422955,gallon,16046.023202295752
291,291,27,,Oeufs,2027-02-07,HTG,6805,165.14407493901268,douzaine,1123805.4299599812
292,292,122,,Viande de mouton,2026-12-18,HTG,2246,603.5221365819438,lb,1355510.7187630457
